Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,TEAM,PADP,DADP
0,Javonte Green,31,SG,68,19,18.5,1.8,4.2,0.429,0.7,2.1,0.333,1.1,2.1,0.524,0.5,0.8,1.1,0.727,0.9,2.4,3.2,0.8,1,0.5,0.5,1.4,5.1,,CLE,,
0,JT Thor,22,PF,20,0,12.5,1.3,3,0.433,0.3,1.1,0.273,1,1.9,0.526,0.5,0.7,1.1,0.636,1,1.4,2.4,0.3,0.4,0.4,0.5,0.9,3.5,,WAS,,
0,Max Christie,21,SG,78,36,27.3,3.3,7.6,0.44,1.5,4,0.375,1.8,3.5,0.514,0.5,1.7,1.9,0.895,0.5,2.8,3.3,1.9,0.8,0.4,1.1,1.5,9.6,,DAL,,
0,Quentin Grimes,24,SG,75,37,26.9,5.1,11,0.464,2.1,5.6,0.375,3,5.4,0.556,0.6,2.2,2.9,0.759,0.7,3.5,4.3,3,1,0.3,1.9,1.8,14.6,,PHI,,
0,Kai Jones,24,C,40,6,11.7,2.2,2.7,0.75,0,0.2,0,2.1,2.6,0.808,0.8,0.6,0.8,0.75,1,2.1,3.1,0.7,0.4,0.6,0.5,1.2,5,,DAL,,
0,Moses Brown,25,C,13,2,9.2,2.6,3.8,0.684,0,0,,2.6,3.8,0.684,0.7,0.6,0.9,0.667,0.9,2.5,3.4,0.2,0.4,0.3,0.9,1.3,5.8,,DAL,,
0,Kylor Kelley,27,C,11,2,11.5,1.3,2,0.65,0,0,,1.3,2,0.65,0.7,0.6,0.9,0.667,1.1,2.4,3.5,0.5,0.1,0.3,0.3,1.4,3.1,,NOP,,
0,Markieff Morris,35,PF,15,2,11,1.4,4.6,0.298,0.6,2.4,0.25,0.8,2.3,0.348,0.3,0.3,0.4,0.75,0.2,1.3,1.5,1.4,0.1,0.2,0.4,1.1,3.7,,LAL,,
0,Lindy Waters III,27,SG,52,9,14.9,1.8,4.8,0.354,1.2,3.6,0.333,0.5,1.2,0.417,0.5,0.1,0.2,0.5,0.4,1.7,2.1,1,0.5,0.2,0.3,1.2,4.9,,DET,,
0,Cole Swider,25,SF,10,0,16.9,2.2,6.3,0.349,1.5,4.7,0.319,0.7,1.6,0.437,0.4,0,0.1,0,0.5,2.2,2.7,0.3,0.4,0.2,0.4,1.2,5.9,,TOR,,
0,Thomas Bryant,27,C,66,8,14.6,2.5,4.8,0.521,0.8,2.2,0.364,1.7,2.6,0.654,0.6,0.8,0.9,0.889,1.3,2.5,3.8,0.8,0.4,0.6,0.5,1.2,6.5,,IND,,
0,Tristen Newton,23,SG,8,0,2,0.1,1,0.1,0,0.4,0,0.1,0.6,0.167,0.1,0.1,0.1,1,0.3,0.3,0.5,0.2,0.1,0,0.2,0.5,0.4,,MIN,,
0,Mo Bamba,26,C,32,2,12.9,1.6,3.5,0.457,0.4,1.7,0.235,1.2,1.8,0.667,0.5,0.6,0.8,0.75,1,3.6,4.5,0.6,0.3,1,0.6,1.8,4.3,,NOP,,
0,Bones Hyland,24,PG,24,0,10,2,5,0.4,1.4,3.4,0.412,0.6,1.6,0.375,0.6,1,1.1,0.909,0.2,0.9,1.1,1.3,0.8,0.2,1.1,1.2,6.2,,MIN,,
0,Drew Eubanks,27,C,61,4,12.3,1.9,3.2,0.594,0.1,0.1,1,1.8,3.1,0.581,0.6,0.8,1.1,0.727,1,2.8,3.7,0.9,0.2,0.7,0.6,1,4.6,,LAC,,
0,MarJon Beauchamp,24,SF,35,0,4.5,0.8,1.8,0.444,0.3,0.8,0.375,0.5,1,0.5,0.5,0.4,0.6,0.667,0.3,1,1.2,0.3,0.1,0,0.4,0.4,2.3,,NYK,,
0,Patty Mills,36,PG,29,0,11.1,1.2,3.3,0.364,0.9,2.6,0.346,0.3,0.7,0.429,0.6,0.5,0.5,1,0.2,0.6,0.7,0.9,0.5,0.1,0.6,0.8,3.9,,LAC,,
0,Patrick Baldwin Jr.,22,SF,24,0,4.5,0.8,1.5,0.533,0.5,1,0.5,0.3,0.5,0.6,0.8,0.1,0.2,0.5,0.2,0.9,1,0.1,0.1,0.1,0.2,0.3,2.2,,LAC,,
0,Alex Len,31,C,46,7,8.3,0.7,1.3,0.5,0,0.2,0,0.7,1.2,0.583,0.5,0.2,0.4,0.5,0.8,1.3,2.1,0.8,0.2,0.5,0.4,1.2,1.6,,LAL,,
0,Trey Jemison,25,C,38,0,10.3,1.1,1.9,0.579,0,0,,1.1,1.9,0.579,0.6,0.3,0.8,0.375,1.2,1.6,2.8,0.4,0.2,0.4,0.6,1.8,2.5,,LAL,,
0,Jake LaRavia,23,PF,66,0,20.4,2.4,5.1,0.52,1,2.1,0.476,1.6,2.9,0.552,0.6,1.2,1.7,0.706,1.3,2.5,3.9,2.4,0.9,0.3,1.3,2,7,,SAC,,
0,Colin Castleton,24,C,26,4,16.6,1.8,3.8,0.474,0.1,0.6,0.167,1.7,3.2,0.531,0.4,1.1,1.4,0.786,2,2.6,4.7,1.1,0.3,0.4,0.9,2,4.7,,TOR,,
0,Davion Mitchell,26,PG,74,37,27.4,3,6.4,0.477,1.2,2.9,0.414,1.9,3.6,0.528,0.6,0.8,1.1,0.727,0.5,1.8,2.2,4.9,1,0.2,1.8,2.5,7.9,,MIA,,
0,Delon Wright,32,PG,40,7,15.9,1.1,3.3,0.333,0.5,1.8,0.278,0.6,1.5,0.4,0.4,0.3,0.6,0.5,0.7,1,1.7,1.9,0.9,0.3,0.5,0.7,3.1,,NYK,,
0,Jericho Sims,26,C,53,5,11.9,0.8,1.4,0.571,0,0,,0.8,1.4,0.571,0.6,0.1,0.2,0.5,1.3,2.4,3.7,0.7,0.2,0.4,0.6,1.3,1.8,,MIL,,
0,Pete Nance,24,PF,13,1,10.6,1.1,2.4,0.458,0.7,1.8,0.389,0.4,0.6,0.667,0.6,0.1,0.2,0.5,0.4,1.2,1.6,0.8,0.1,0.1,0.3,1.3,2.9,,MIL,,
0,AJ Johnson,20,SG,29,11,22,2.8,7.3,0.392,0.9,3.1,0.29,2,4.3,0.465,0.5,1.1,1.3,0.846,0.3,1.8,2.1,2.6,0.4,0.1,1.2,1.7,7.6,,WAS,,
0,Bruce Brown,28,PG,41,12,22.5,3.2,7.5,0.421,0.7,2,0.35,2.5,5.6,0.446,0.5,1.3,1.6,0.812,1,3,4,2,0.8,0.3,1,1.7,8.3,,NOP,,
0,Lester Quiñones,24,SG,13,0,14.1,2.4,6,0.4,1,3.4,0.294,1.4,2.6,0.538,0.5,0.9,1,0.9,0.3,1.2,1.5,1.9,0.2,0.1,1.1,1.4,6.7,,NOP,,
0,Alex Reese,25,PF,15,0,14.4,1.7,3.6,0.472,1,2.7,0.37,0.7,0.9,0.778,0.6,0.6,0.8,0.75,0.6,2.5,3.1,0.3,0.7,0.7,0.4,1.4,5.1,,PHI,,
0,Jared Butler,24,SG,60,17,17.4,3.4,7.6,0.453,1,2.8,0.357,2.4,4.7,0.511,0.5,1.2,1.5,0.8,0.4,1.4,1.9,3.7,0.7,0.2,1.3,1.6,9,,PHI,,
0,KJ Martin,24,PF,43,16,21.2,2.5,4.7,0.543,0.3,1.3,0.231,2.2,3.3,0.667,0.6,0.9,1.1,0.818,0.7,2.2,2.9,1.1,0.4,0.5,0.5,2.4,6.4,,UTA,,
0,Sidy Cissoko,20,SF,22,0,5.2,0.6,1.4,0.538,0.2,0.6,0.333,0.5,0.7,0.714,0.5,0.2,0.4,0.5,0.4,0.6,1,0.7,0.1,0,0.5,0.5,1.5,,POR,,
0,Jordan McLaughlin,28,PG,46,0,6.8,0.7,1.6,0.4,0.4,1,0.4,0.2,0.5,0.4,0.6,0.4,0.5,0.8,0.1,0.5,0.7,1.1,0.4,0,0.4,0.4,2.1,,SAS,,
0,Orlando Robinson,24,C,44,8,17.5,2.6,6,0.458,0.4,1.2,0.333,2.3,4.7,0.489,0.5,1.2,1.6,0.75,2,3,5,1.7,0.4,0.3,1.1,2.3,6.9,,TOR,,
0,Colby Jones,22,SG,39,0,13.2,1.5,3.3,0.455,0.4,1.2,0.333,1.1,2.1,0.524,0.5,0.6,0.9,0.667,0.5,1.7,2.3,1.1,0.7,0.3,0.6,0.9,4,,WAS,,
