Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,TEAM,ADP
13,Vasilije Micić,31,PG,36,16,21.2,2.6,7.6,.348,1.3,3.5,.360,1.4,4.1,.338,.430,0.9,1.1,.829,0.6,1.9,2.4,3.5,0.4,0.0,2.1,1.2,7.5,,CHO
14,Nick Richards,27,C,21,9,21.0,3.0,5.4,.561,0.0,0.0,.000,3.0,5.4,.566,.561,2.8,4.1,.678,2.4,5.1,7.5,1.3,0.3,1.2,1.6,2.3,8.9,,CHO
15,Tidjane Salaün,19,PF,60,10,20.7,1.9,5.8,.330,1.0,3.4,.283,0.9,2.3,.400,.414,1.1,1.6,.713,1.2,3.5,4.7,1.2,0.5,0.2,1.0,1.4,5.9,,CHO
16,Elfrid Payton,30,PG,6,2,20.5,0.5,3.5,.143,0.0,0.0,,0.5,3.5,.143,.143,0.0,0.0,,0.2,2.0,2.2,3.3,1.0,0.5,1.2,2.0,1.0,,CHO
17,Marcus Garrett,26,SG,4,0,19.8,2.8,6.8,.407,0.8,2.0,.375,2.0,4.8,.421,.463,0.8,1.0,.750,0.3,1.3,1.5,3.3,0.8,0.5,1.5,2.5,7.0,,CHO
18,Jaylen Sims,26,SG,6,0,18.7,2.0,4.7,.429,1.0,2.5,.400,1.0,2.2,.462,.536,2.0,2.5,.800,0.5,0.5,1.0,2.0,0.5,0.2,1.3,1.7,7.0,,CHO
19,Josh Okogie,26,SG,15,6,18.3,2.5,6.5,.388,1.1,3.3,.320,1.5,3.2,.458,.469,2.7,3.5,.774,0.9,1.9,2.7,1.3,1.8,0.5,1.0,1.3,8.9,,CHO
20,Jusuf Nurkić,30,C,26,9,18.1,3.6,7.3,.497,0.5,1.8,.283,3.1,5.5,.566,.532,1.4,2.3,.627,1.5,5.0,6.5,2.6,0.7,0.7,1.5,2.0,9.2,,CHO
21,Wendell Moore Jr.,23,SG,16,0,17.5,2.3,4.8,.474,0.6,1.7,.370,1.6,3.1,.531,.539,0.3,0.5,.625,1.2,2.0,3.2,1.2,0.6,0.1,1.1,1.0,5.4,,CHO
22,Moussa Diabaté,23,C,71,8,17.5,2.4,3.9,.596,0.0,0.1,.000,2.4,3.9,.609,.596,1.0,1.6,.595,2.6,3.5,6.2,0.8,0.6,0.6,0.9,1.5,5.7,,CHO
23,Seth Curry,34,SG,68,14,15.6,2.4,5.0,.478,1.2,2.7,.456,1.2,2.4,.503,.599,0.5,0.6,.846,0.4,1.3,1.7,0.9,0.4,0.1,0.5,0.9,6.5,,CHO
24,Isaiah Wong,24,SG,20,0,13.3,2.1,5.3,.390,0.7,1.7,.394,1.4,3.6,.389,.452,1.3,1.7,.735,0.7,0.9,1.6,1.4,0.6,0.0,0.9,1.1,6.0,,CHO
25,Taj Gibson,39,C,37,11,11.1,1.3,2.6,.495,0.0,0.1,.500,1.2,2.5,.495,.500,0.3,0.5,.600,1.4,1.9,3.2,0.6,0.2,0.5,0.7,1.5,2.9,,CHO
26,Malachi Flynn,26,PG,4,0,11.0,1.3,3.3,.385,0.3,1.0,.250,1.0,2.3,.444,.423,1.3,1.5,.833,0.8,1.0,1.8,1.8,0.8,0.0,1.0,1.0,4.0,,CHO
27,Jared Rhoden,25,SG,4,0,3.0,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.0,0.0,,0.5,0.5,1.0,0.5,0.3,0.0,0.3,0.3,1.0,,CHO
1,Donovan Mitchell,28,SG,71,71,31.4,8.2,18.6,.443,3.3,8.9,.368,5.0,9.7,.512,.531,4.2,5.1,.823,0.8,3.7,4.5,5.0,1.3,0.2,2.1,2.0,24.0,,CLE
2,Darius Garland,25,PG,75,75,30.7,7.4,15.7,.472,2.8,7.1,.401,4.6,8.6,.530,.562,3.0,3.4,.878,0.6,2.2,2.9,6.7,1.2,0.1,2.5,1.9,20.6,,CLE
3,Evan Mobley,23,PF,71,71,30.5,7.1,12.8,.557,1.2,3.2,.370,5.9,9.5,.621,.604,3.1,4.3,.725,2.3,7.0,9.3,3.2,0.9,1.6,2.0,2.0,18.5,,CLE
4,Jarrett Allen,26,C,82,82,28.0,5.5,7.8,.706,0.0,0.1,.000,5.5,7.7,.712,.706,2.4,3.4,.718,2.6,7.1,9.7,1.9,0.9,0.9,1.2,1.5,13.5,,CLE
5,Max Strus,28,SF,50,37,25.5,3.3,7.5,.442,2.3,5.9,.386,1.0,1.6,.650,.594,0.6,0.7,.824,1.1,3.3,4.3,3.2,0.5,0.2,1.1,2.1,9.4,,CLE
6,De'Andre Hunter,27,SF,27,5,25.0,4.9,10.0,.485,2.2,5.2,.426,2.6,4.8,.550,.596,2.4,2.9,.821,0.6,3.6,4.2,1.3,0.7,0.3,0.9,2.5,14.3,,CLE
7,Caris LeVert,30,SF,38,3,23.8,3.6,7.8,.453,1.6,3.9,.405,2.0,3.9,.500,.554,1.5,2.2,.699,0.6,2.2,2.8,3.7,0.9,0.5,1.3,1.3,10.2,,CLE
